qseqid	sseqid	Gene_catalogue	Enzyme
k117_15651_2	404497088	k117_15651_2_SUL-CN	gdh
k117_156589_1	stri:C7M71_017160	k117_156589_1_SUL-CN	adk
k117_157239_2	bcen:DM39_3842	k117_157239_2_SUL-CN	purS
k117_158939_2	A0A7K0JNV8	k117_158939_2_SUL-CN	ugpC
k117_159961_1	A0A4U6RZ31	k117_159961_1_SUL-CN	pyk
k117_162343_1	58123.JOFJ01000019_gene3901	k117_162343_1_SUL-CN	purK
k117_162996_1	A0A1N6SVP7	k117_162996_1_SUL-CN	purH
k117_1637_2	527002.yaldo0001_32480	k117_1637_2_SUL-CN	guaA
k117_163907_3	strr:EKD16_20685	k117_163907_3_SUL-CN	pckG
k117_165760_1	2074.JNYD01000002_gene5411	k117_165760_1_SUL-CN	gdh
k117_170009_4	68260.JOAY01000039_gene2245	k117_170009_4_SUL-CN	tmk
k117_173276_3	1207063.P24_11507	k117_173276_3_SUL-CN	phnC
k117_173620_2	rhz:RHPLAN_22750	k117_173620_2_SUL-CN	phoP
k117_173979_1	936136.ARRT01000006_gene6060	k117_173979_1_SUL-CN	gdh
k117_17401_1	512565.AMIS_7410	k117_17401_1_SUL-CN	phnL
k117_180662_15	209883612	k117_180662_15_SUL-CN	pstB
k117_180776_1	1172179.AUKV01000009_gene4360	k117_180776_1_SUL-CN	pps
k117_183063_2	1449076.JOOE01000001_gene2140	k117_183063_2_SUL-CN	purH
k117_183494_2	A0A538MDC0	k117_183494_2_SUL-CN	purL
k117_187751_1	1121272.KB903249_gene1758	k117_187751_1_SUL-CN	purH
k117_189222_2	58123.JOFJ01000001_gene3024	k117_189222_2_SUL-CN	ppc
k117_194546_1	883078.HMPREF9695_02642	k117_194546_1_SUL-CN	purL
k117_19629_4	slq:M495_18750	k117_19629_4_SUL-CN	ugpC
k117_199164_1	189753.AXAS01000013_gene5733	k117_199164_1_SUL-CN	purD
k117_199355_3	1041146.ATZB01000019_gene3811	k117_199355_3_SUL-CN	deoB
k117_206741_4	1038860.AXAP01000051_gene5428	k117_206741_4_SUL-CN	pyrE
k117_20763_1	864069.MicloDRAFT_00013780	k117_20763_1_SUL-CN	gdh
k117_208345_1	271963166	k117_208345_1_SUL-CN	phnC
k117_209726_3	vgo:GJW-30_1_01540	k117_209726_3_SUL-CN	guaA
k117_21018_1	208444.JNYY01000001_gene5382	k117_21018_1_SUL-CN	gdh
k117_214825_2	fgi:OP10G_2724	k117_214825_2_SUL-CN	gdh
k117_215187_5	113395.AXAI01000002_gene5149	k117_215187_5_SUL-CN	purB
k117_215577_2	1280947.HY30_16580	k117_215577_2_SUL-CN	phnN
k117_216244_1	A0A2V6A597	k117_216244_1_SUL-CN	pyk
k117_216246_3	92116157	k117_216246_3_SUL-CN	deoB
k117_220859_1	1038859.AXAU01000013_gene6598	k117_220859_1_SUL-CN	pyk
k117_220989_1	coq:D9V35_06770	k117_220989_1_SUL-CN	guaA
k117_221569_1	58123.JOFJ01000001_gene3107	k117_221569_1_SUL-CN	gmk
k117_224248_1	72160828	k117_224248_1_SUL-CN	pstB
k117_228538_1	1408452.JAGZ01000014_gene2402	k117_228538_1_SUL-CN	dcd
k117_230583_1	mcg:GL4_2757	k117_230583_1_SUL-CN	pstB
k117_231558_1	33898.JRHJ01000095_gene3339	k117_231558_1_SUL-CN	purH
k117_2318_1	1380350.JIAP01000035_gene920	k117_2318_1_SUL-CN	rpiA
k117_233140_2	1120936.KB907219_gene3189	k117_233140_2_SUL-CN	gdh
k117_236926_1	1120956.JHZK01000052_gene3132	k117_236926_1_SUL-CN	tmk
k117_239795_2	134097037	k117_239795_2_SUL-CN	phnK
k117_242021_1	1120983.KB894575_gene477	k117_242021_1_SUL-CN	phnL
k117_243284_5	269125252	k117_243284_5_SUL-CN	prsA
k117_244574_2	bro:BRAD285_0200	k117_244574_2_SUL-CN	purK
k117_249329_3	A0A1Q7B799	k117_249_1_SUL-CN	pyrF
k117_249_1	A0A1A3A2N1	k117_249329_3_SUL-CN	ppc
k117_250215_2	1211115.ALIQ01000096_gene325	k117_250215_2_SUL-CN	nrdD
k117_250599_1	1120950.KB892804_gene1474	k117_250599_1_SUL-CN	phoP
k117_25305_2	brq:CIT40_26975	k117_25305_2_SUL-CN	purL
k117_255717_1	psin:CAK95_23120	k117_255717_1_SUL-CN	purL
k117_256194_1	1236902.ANAS01000005_gene4683	k117_256194_1_SUL-CN	phoR
k117_257617_1	1038859.AXAU01000026_gene2297	k117_257617_1_SUL-CN	phoR
k117_260303_1	amyc:CU254_07725	k117_260303_1_SUL-CN	RegX3
k117_260607_3	497964.CfE428DRAFT_3627	k117_260607_3_SUL-CN	purL
k117_26156_2	mvd:AWU67_12660	k117_26156_2_SUL-CN	phnC
k117_26191_1	269128701	k117_26191_1_SUL-CN	adk
k117_265327_2	1463921.JODF01000001_gene3933	k117_265327_2_SUL-CN	gdh
k117_265331_2	1408418.JNJH01000033_gene887	k117_265331_2_SUL-CN	phnI
k117_265806_1	690585.JNNU01000019_gene2076	k117_265806_1_SUL-CN	pstB
k117_269633_5	164757.Mjls_2381	k117_269633_5_SUL-CN	guaB
k117_270914_5	1449347.JQLN01000003_gene5818	k117_270914_5_SUL-CN	phnC
k117_273931_1	1123237.Salmuc_01195	k117_273931_1_SUL-CN	phnC
k117_27414_1	65497.JODV01000006_gene704	k117_27414_1_SUL-CN	gmk
k117_275980_4	929712.KI912613_gene2903	k117_275980_4_SUL-CN	phnC
k117_276560_3	467200.ACFA01000853_gene187	k117_276560_3_SUL-CN	tmk
k117_276699_3	1298867.AUES01000013_gene5354	k117_276699_3_SUL-CN	deoB
k117_281404_1	1120956.JHZK01000052_gene3132	k117_281404_1_SUL-CN	tmk
k117_283450_1	1283283.ATXA01000012_gene4840	k117_283450_1_SUL-CN	purC
k117_285642_1	brq:CIT40_12910	k117_285642_1_SUL-CN	pit
k117_295427_2	A0A3D5DTJ9	k117_295427_2_SUL-CN	purA
k117_295961_1	256390351	k117_295961_1_SUL-CN	gdh
k117_296977_2	116250961	k117_296977_2_SUL-CN	gdh
k117_29829_1	1040989.AWZU01000023_gene4838	k117_29829_1_SUL-CN	nrdJ
k117_299484_3	rhz:RHPLAN_14730	k117_299484_3_SUL-CN	phoB
k117_300168_4	psin:CAK95_10155	k117_300168_4_SUL-CN	pstB
k117_303666_6	271962512	k117_303666_6_SUL-CN	RegX3
k117_317812_1	cthe:Chro_4252	k117_317812_1_SUL-CN	gdh
k117_3181_5	1123321.KB905825_gene21	k117_3181_5_SUL-CN	ppk
k117_318214_3	tsy:THSYN_04580	k117_318214_3_SUL-CN	phnC
k117_322799_1	1968.JOEV01000019_gene8517	k117_322799_1_SUL-CN	prsA
k117_323101_1	561175.KB894104_gene1149	k117_323101_1_SUL-CN	ppx
k117_325705_5	944435.AXAJ01000001_gene831	k117_325705_5_SUL-CN	gdh
k117_32589_4	psin:CAK95_13890	k117_32589_4_SUL-CN	ppa
k117_331683_1	A0A3D5DMC0	k117_331683_1_SUL-CN	purH
k117_3325_2	psin:CAK95_10655	k117_332506_3_SUL-CN	aepV
k117_332605_2	rhz:RHPLAN_44860	k117_332605_2_SUL-CN	gmk
k117_336188_1	1304877.KI519399_gene2715	k117_336188_1_SUL-CN	ugpC
k117_339337_1	1429916.X566_12090	k117_339337_1_SUL-CN	phoB
k117_340210_1	459290037	k117_340210_1_SUL-CN	pyrG
k117_340831_2	497964.CfE428DRAFT_2523	k117_340831_2_SUL-CN	nrdJ
k117_340870_1	631454.N177_2490	k117_340870_1_SUL-CN	gdh
k117_342038_2	A0A257Q6Z4	k117_342038_2_SUL-CN	pyrH
k117_342304_2	336178006	k117_342304_2_SUL-CN	gdh
k117_350072_3	1187851.A33M_2216	k117_350072_3_SUL-CN	phoB
k117_350268_2	brc:BCCGELA001_32485	k117_350268_2_SUL-CN	phnT
k117_350472_1	113395.AXAI01000009_gene2505	k117_350472_1_SUL-CN	phnC
k117_350681_1	1068978.AMETH_3511	k117_350681_1_SUL-CN	purH
k117_352533_1	1380350.JIAP01000005_gene3228	k117_352533_1_SUL-CN	gdh
k117_353513_2	A0A2W6BX93	k117_353513_2_SUL-CN	pstB
k117_354284_1	1449049.JONW01000007_gene4127	k117_354284_1_SUL-CN	guaB
k117_35963_3	497964.CfE428DRAFT_3627	k117_35963_3_SUL-CN	purL
k117_362583_1	1968.JOEV01000044_gene2194	k117_362583_1_SUL-CN	ugpC
k117_367382_1	A0A520G5U8	k117_367382_1_SUL-CN	ugpC
k117_367492_3	316058.RPB_3534	k117_367492_3_SUL-CN	purS
k117_368049_1	1230476.C207_02627	k117_368049_1_SUL-CN	ugpC
k117_370248_1	39936870	k117_370248_1_SUL-CN	phnL
k117_371646_3	1283299.AUKG01000005_gene64	k117_371646_3_SUL-CN	ppx
k117_373497_3	ace:Acel_1820	k117_373497_3_SUL-CN	gnd
k117_373659_2	1408452.JAGZ01000002_gene4548	k117_373659_2_SUL-CN	gmk
k117_375644_4	brn:D1F64_19740	k117_375644_4_SUL-CN	gdh
k117_376007_1	1101190.ARWB01000001_gene37	k117_376007_1_SUL-CN	phoB
k117_379728_1	A0A358SPB4	k117_379728_1_SUL-CN	ppk
k117_382601_1	256390351	k117_382601_1_SUL-CN	gdh
k117_384367_2	aba:Acid345_3509	k117_384367_2_SUL-CN	gdh
k117_385342_1	1071679.BG57_25535	k117_385342_1_SUL-CN	pyrE
k117_387476_1	641146.HMPREF9020_01563	k117_387476_1_SUL-CN	adk
k117_389389_1	A0A538DN99	k117_389389_1_SUL-CN	purD
k117_389937_1	A0A1V6DHR8	k117_389937_1_SUL-CN	ppdK
k117_390929_1	172088.AUGA01000008_gene1049	k117_390929_1_SUL-CN	pstA
k117_392724_1	1038860.AXAP01000020_gene5645	k117_392724_1_SUL-CN	phnL
k117_394649_1	1120950.KB892781_gene424	k117_394649_1_SUL-CN	phnC
k117_396653_1	A0A1Q7B4K3	k117_396653_1_SUL-CN	gmk
k117_397891_1	113395.AXAI01000002_gene5312	k117_397891_1_SUL-CN	gdh
k117_398801_1	A0A537T340	k117_398801_1_SUL-CN	ppk
k117_400488_2	kphy:AOZ06_49975	k117_400488_2_SUL-CN	pstB
k117_405673_3	A0A6N7GPX4	k117_405673_3_SUL-CN	phnK
k117_405681_4	749927.AMED_2527	k117_405681_4_SUL-CN	purC
k117_408149_2	1040989.AWZU01000012_gene1391	k117_408149_2_SUL-CN	pit
k117_408809_5	1120936.KB907211_gene31	k117_408809_5_SUL-CN	nrdJ
k117_409098_2	331869.BAL199_03914	k117_409098_2_SUL-CN	phnK
k117_409350_2	A0A537RH23	k117_409350_2_SUL-CN	ppa
k117_409908_2	208444.JNYY01000034_gene2610	k117_409908_2_SUL-CN	guaB
k117_410413_2	92117034	k117_410413_2_SUL-CN	rpiA
k117_410591_1	317121237	k117_410591_1_SUL-CN	gdh
k117_411367_1	mphy:MCBMB27_01236	k117_411367_1_SUL-CN	ppk
k117_411722_4	114615.BRADO5701	k117_411722_4_SUL-CN	adk
k117_413432_3	113395.AXAI01000010_gene2292	k117_413432_3_SUL-CN	guaB
k117_417454_2	A0A2V5L538	k117_417454_2_SUL-CN	pyk
k117_41839_4	noa:BKM31_36250	k117_41839_4_SUL-CN	tmk
k117_420337_1	285514.JNWO01000019_gene7618	k117_420337_1_SUL-CN	phnL
k117_422120_2	bic:LMTR13_35885	k117_422120_2_SUL-CN	ugpC
k117_4234_2	agf:ET445_08915	k117_4234_2_SUL-CN	gnl
k117_423808_1	1449346.JQMO01000003_gene3438	k117_423808_1_SUL-CN	phnC
k117_423808_3	469371.Tbis_1701	k117_423808_3_SUL-CN	purH
k117_424002_3	xii:AMD24_00205	k117_424002_3_SUL-CN	ptsH
k117_424464_1	A0A7I7P0L6	k117_424464_1_SUL-CN	pstS
k117_424464_2	A0A7I7QEP8	k117_424464_2_SUL-CN	pstC
k117_42565_4	438753.AZC_1289	k117_42565_4_SUL-CN	phoB
k117_427343_2	1217720.ALOX01000065_gene3919	k117_427343_2_SUL-CN	gdh
k117_42786_2	1125973.JNLC01000014_gene2452	k117_42786_2_SUL-CN	phnL
k117_428085_1	A0A2V6D135	k117_428085_1_SUL-CN	purL
k117_428982_2	494419.ALPM01000116_gene784	k117_428982_2_SUL-CN	ppc
k117_429987_1	631454.N177_2490	k117_429987_1_SUL-CN	gdh
k117_431445_1	1040989.AWZU01000036_gene7247	k117_431445_1_SUL-CN	deoB
k117_432963_2	446466.Cfla_0907	k117_432963_2_SUL-CN	purL
k117_433822_2	1155714.KB891987_gene2756	k117_433822_2_SUL-CN	tmk
k117_433900_17	1197906.CAJQ02000053_gene4302	k117_433900_17_SUL-CN	purF
k117_434245_10	357390797	k117_434245_10_SUL-CN	dcd
k117_434760_5	1343740.M271_22020	k117_434760_5_SUL-CN	phnC
k117_435855_2	1297865.APJD01000032_gene1653	k117_435855_2_SUL-CN	purQ
k117_437053_1	1907.SGLAU_12600	k117_437053_1_SUL-CN	phnT
k117_437444_6	1380346.JNIH01000039_gene2770	k117_437444_6_SUL-CN	phoB
k117_437461_1	ari:UM93_02295	k117_437461_1_SUL-CN	deoB
k117_439800_3	172088.AUGA01000019_gene2068	k117_439800_3_SUL-CN	glpT
k117_440896_1	A0A537SU24	k117_440896_1_SUL-CN	pstC
k117_442079_1	570967.JMLV01000005_gene38	k117_442079_1_SUL-CN	gdh
k117_442272_1	67257.JODR01000015_gene5842	k117_442272_1_SUL-CN	phny
k117_443138_1	1396141.BATP01000001_gene5393	k117_443138_1_SUL-CN	pckA
k117_445218_1	497964.CfE428DRAFT_3781	k117_445218_1_SUL-CN	gdh
k117_450574_2	883080.HMPREF9697_01138	k117_450574_2_SUL-CN	phoR
k117_45072_1	1463917.JODC01000009_gene8683	k117_45072_1_SUL-CN	pyrH
k117_452331_1	172088.AUGA01000006_gene8061	k117_452331_1_SUL-CN	gdh
k117_455285_3	296268504	k117_455285_3_SUL-CN	gdh
k117_455782_1	67356.KL575620_gene6380	k117_455782_1_SUL-CN	ugpC
k117_456264_1	vgo:GJW-30_1_01540	k117_456264_1_SUL-CN	guaA
k117_45759_2	A0A2V5VC65	k117_45759_2_SUL-CN	adk
k117_458085_1	1298867.AUES01000001_gene1717	k117_458085_1_SUL-CN	pyrE
k117_458436_2	35754.JNYJ01000021_gene471	k117_458436_2_SUL-CN	gmk
k117_458865_1	1944.JOAZ01000012_gene6130	k117_458865_1_SUL-CN	pstB
k117_459534_1	58123.JOFJ01000009_gene991	k117_459534_1_SUL-CN	purN
k117_46241_4	335659.S23_67470	k117_46241_4_SUL-CN	phnC
k117_462524_1	1038866.KB902796_gene7389	k117_462524_1_SUL-CN	tmk
k117_463667_1	1304878.AUGD01000001_gene214	k117_463667_1_SUL-CN	phnC
k117_464743_2	262316.MAP_0591	k117_464743_2_SUL-CN	phoP
k117_46557_4	1131813.AQVT01000001_gene3779	k117_46557_4_SUL-CN	gdh
k117_466827_1	xii:AMD24_00517	k117_466827_1_SUL-CN	guaA
k117_46686_1	1121861.KB899933_gene553	k117_46686_1_SUL-CN	RegX3
k117_469047_3	883078.HMPREF9695_02987	k117_469047_3_SUL-CN	pstB
k117_469942_1	591159.ACEZ01000151_gene1642	k117_469942_1_SUL-CN	gmk
k117_470457_1	269926021	k117_470457_1_SUL-CN	pstB
k117_470507_1	A0A2V9SEF2	k117_470507_1_SUL-CN	gnd
k117_476666_1	189753.AXAS01000002_gene5131	k117_476666_1_SUL-CN	ugpC
k117_476975_3	497964.CfE428DRAFT_0284	k117_476975_3_SUL-CN	phnT
k117_478032_3	72162164	k117_478032_3_SUL-CN	ugpC
k117_478591_1	A0A538GZA7	k117_478591_1_SUL-CN	purQ
k117_480325_3	cmb:CSW64_17210	k117_480325_3_SUL-CN	purF
k117_48050_3	926564.KI911740_gene3369	k117_48050_3_SUL-CN	purT
k117_480640_1	1112216.JH594425_gene1417	k117_480640_1_SUL-CN	gdh
k117_480911_6	A0A537PFT3	k117_480911_6_SUL-CN	ugpC
k117_482123_1	58123.JOFJ01000001_gene3326	k117_482123_1_SUL-CN	phoH
k117_482272_1	A0A1V6DHR8	k117_482272_1_SUL-CN	ppdK
k117_482392_5	bcoa:BF29_2406	k117_482392_5_SUL-CN	pyrF
k117_48278_1	cdq:BOQ54_11975	k117_48278_1_SUL-CN	purB
k117_483659_1	383372.Rcas_3863	k117_483659_1_SUL-CN	ppk
k117_490324_2	471853.Bcav_0606	k117_490324_2_SUL-CN	ugpC
k117_49063_6	196490.AUEZ01000065_gene2562	k117_49063_6_SUL-CN	gdh
k117_49099_3	497964.CfE428DRAFT_4260	k117_49099_3_SUL-CN	pyrG
k117_49476_1	288000.BBta_1555	k117_49476_1_SUL-CN	guaB
k117_495360_1	1121877.JQKF01000012_gene352	k117_495360_1_SUL-CN	phnK
k117_495704_1	1101192.KB910516_gene1579	k117_495704_1_SUL-CN	pyrE
k117_496162_3	497964.CfE428DRAFT_1129	k117_496162_3_SUL-CN	ptsI
k117_497972_3	883080.HMPREF9697_02320	k117_497972_3_SUL-CN	pstC
k117_499203_5	1123366.TH3_11650	k117_499203_5_SUL-CN	tmk
k117_500167_1	bac:BamMC406_1337	k117_500167_1_SUL-CN	gdh
k117_501953_2	58123.JOFJ01000001_gene3134	k117_501953_2_SUL-CN	purL
k117_503269_1	492774.JQMB01000018_gene3612	k117_503269_1_SUL-CN	purT
k117_50329_1	bic:LMTR13_31075	k117_50329_1_SUL-CN	ugpC
k117_507214_3	A0A3D5DTE3	k117_507214_3_SUL-CN	purF
k117_507674_1	497964.CfE428DRAFT_5238	k117_507674_1_SUL-CN	pckA
k117_511955_1	487521.OCU_42130	k117_511955_1_SUL-CN	guaA
k117_513271_1	269127602	k117_513271_1_SUL-CN	ugpC
k117_513303_3	240016.ABIZ01000001_gene5947	k117_51330_1_SUL-CN	dut
k117_515259_1	1114959.SZMC14600_01394	k117_515259_1_SUL-CN	gdh
k117_516272_1	116625531	k117_516272_1_SUL-CN	phnC
k117_517551_1	288000.BBta_3130	k117_517551_1_SUL-CN	pstB
k117_518834_3	A0A2V6DQL5	k117_518834_3_SUL-CN	pyrH
k117_519391_3	113395.AXAI01000005_gene4077	k117_519391_3_SUL-CN	phnK
k117_523805_1	1449347.JQLN01000003_gene5818	k117_523805_1_SUL-CN	phnC
k117_527963_1	1394178.AWOO02000023_gene5560	k117_527963_1_SUL-CN	deoB
k117_53585_1	aab:A4R43_24640	k117_53585_1_SUL-CN	phoB
k117_62527_1	A0A2V6LLW2	k117_62527_1_SUL-CN	purD
k117_65100_1	570268.ANBB01000046_gene1422	k117_65100_1_SUL-CN	guaB
k117_66215_2	1298867.AUES01000020_gene3295	k117_66215_2_SUL-CN	tmk
k117_67273_2	1206731.BAGB01000169_gene1501	k117_67273_2_SUL-CN	tmk
k117_67854_1	1123322.KB904662_gene4144	k117_67854_1_SUL-CN	gmk
k117_71042_2	A0A357CHG2	k117_71042_2_SUL-CN	rpiA
k117_71294_2	319003.Bra1253DRAFT_00861	k117_71294_2_SUL-CN	tmk
k117_72424_1	A0A2V5SHD0	k117_72424_1_SUL-CN	purF
k117_75088_1	1157708.KB907452_gene3922	k117_75088_1_SUL-CN	phnX
k117_75135_1	A0A2V2RBI0	k117_75135_1_SUL-CN	purH
k117_75342_3	A0A6I4PLA6	k117_75342_3_SUL-CN	purC
k117_77535_2	A0A537PS09	k117_77535_2_SUL-CN	pstS
k117_79727_1	1122609.AUGT01000009_gene3024	k117_79727_1_SUL-CN	purL
k117_79816_2	A0A537R740	k117_79816_2_SUL-CN	gnd
k117_84570_1	356851.JOAN01000001_gene3613	k117_84570_1_SUL-CN	gdh
k117_8583_1	1380394.JADL01000003_gene5132	k117_8583_1_SUL-CN	phnC
k117_86815_2	bvr:BVIR_1675	k117_86815_2_SUL-CN	phnC
k117_87507_1	mce:MCAN_20221	k117_87507_1_SUL-CN	gdh
k117_88359_1	1131269.AQVV01000005_gene355	k117_88359_1_SUL-CN	pstA
k117_88415_1	106370.Francci3_4416	k117_88415_1_SUL-CN	purQ
k117_100739_4	snw:BBN63_16545	k117_100739_4_SUL-F	guaA
k117_103484_3	864069.MicloDRAFT_00013780	k117_103484_3_SUL-F	gdh
k117_103733_1	rhz:RHPLAN_51370	k117_103733_1_SUL-F	phnC
k117_104805_1	psin:CAK95_01660	k117_104805_1_SUL-F	phoB
k117_106034_4	284044303	k117_106034_4_SUL-F	phoH
k117_107261_2	xii:AMD24_00517	k117_107261_2_SUL-F	guaA
k117_107707_1	xii:AMD24_00517	k117_107707_1_SUL-F	guaA
k117_111532_1	psin:CAK95_01660	k117_111532_1_SUL-F	phoB
k117_116420_1	271961841	k117_116420_1_SUL-F	phoB
k117_117243_3	861208.AGROH133_02961	k117_117243_3_SUL-F	purF
k117_11864_1	339322895	k117_11864_1_SUL-F	purB
k117_122281_1	114326781	k117_122281_1_SUL-F	phoH
k117_12549_1	935557.ATYB01000010_gene74	k117_12549_1_SUL-F	gdh
k117_126200_1	220925326	k117_126200_1_SUL-F	phoB
k117_126200_2	69279.BG36_07745	k117_126200_2_SUL-F	phoB
k117_126337_3	994479.GL877878_gene996	k117_126337_3_SUL-F	gdh
k117_127543_1	1121106.JQKB01000012_gene4563	k117_127543_1_SUL-F	pstC
k117_128091_3	1101192.KB910516_gene1017	k117_128091_3_SUL-F	gdh
k117_128101_12	A0A538DN99	k117_128101_12_SUL-F	purD
k117_130458_2	1380394.JADL01000002_gene1605	k117_130458_2_SUL-F	gdh
k117_130559_2	163855195	k117_130559_2_SUL-F	gdh
k117_130559_3	384215067	k117_130559_3_SUL-F	gdh
k117_134429_1	arh:AHiyo8_50930	k117_134429_1_SUL-F	adk
k117_135187_2	561175.KB894093_gene4321	k117_135187_2_SUL-F	purA
k117_137502_4	1122611.KB903963_gene4857	k117_137502_4_SUL-F	phnL
k117_139557_1	34506.g5631	k117_139557_1_SUL-F	phoC
k117_140146_1	497964.CfE428DRAFT_3627	k117_140146_1_SUL-F	purL
k117_141604_1	mcg:GL4_2121	k117_141604_1_SUL-F	pyrG
k117_141851_2	1123072.AUDH01000007_gene1244	k117_141851_2_SUL-F	phnT
k117_145419_1	A0A537S4A6	k117_145419_1_SUL-F	phoB
k117_148855_1	1120936.KB907208_gene804	k117_148855_1_SUL-F	pstB
k117_149843_2	A0A4Q8R305	k117_149843_2_SUL-F	rpiA
k117_149993_5	298654.FraEuI1c_2700	k117_149993_5_SUL-F	purM
k117_150259_2	2074.JNYD01000034_gene6454	k117_150259_2_SUL-F	ptsI
k117_152554_1	A0A2V6A597	k117_152554_1_SUL-F	pyk
k117_153201_1	A0A2W6BNV2	k117_153201_1_SUL-F	ppk
k117_153547_3	208444.JNYY01000013_gene7614	k117_153547_3_SUL-F	dut
k117_153711_3	A0A2V6GG90	k117_153711_3_SUL-F	guaA
k117_154437_1	1463864.JOGO01000011_gene5426	k117_154437_1_SUL-F	phnC
k117_15467_1	rhz:RHPLAN_25300	k117_15467_1_SUL-F	ppdK
k117_15594_4	521000.PROVRETT_06120	k117_15594_4_SUL-F	glpT
k117_156189_1	1187851.A33M_3278	k117_156189_1_SUL-F	purN
k117_157239_1	A0A3D5DS92	k117_157239_1_SUL-F	purD
k117_15887_1	A0A3D5DMC0	k117_15887_1_SUL-F	purH
k117_161104_2	A0A6N7I6L8	k117_161104_2_SUL-F	pyk
k117_162165_3	1121861.KB899939_gene3782	k117_162165_3_SUL-F	phnL
k117_16237_3	269126350	k117_16237_3_SUL-F	spoT
k117_16265_1	1231185.BAMP01000004_gene3777	k117_16265_1_SUL-F	RegX3
k117_167566_4	A0A2W6BNV2	k117_167566_4_SUL-F	ppk
k117_169295_1	1469607.KK073768_gene1876	k117_169295_1_SUL-F	phny
k117_169957_3	1187851.A33M_3038	k117_169957_3_SUL-F	prsA
k117_170690_3	rhz:RHPLAN_08630	k117_170690_3_SUL-F	pit
k117_171421_2	A0A2V9M3I0	k117_171421_2_SUL-F	gnd
k117_171421_3	nja:NSJP_2569	k117_171421_3_SUL-F	gnd
k117_1737_2	slt:Slit_0394	k117_1737_2_SUL-F	gnd
k117_175802_1	1205680.CAKO01000038_gene1661	k117_175802_1_SUL-F	pyrE
k117_176147_1	A0A538IJT1	k117_176147_1_SUL-F	purC
k117_176586_3	1127134.NOCYR_0209	k117_176586_3_SUL-F	phnC
k117_180248_1	A0A537TD71	k117_180248_1_SUL-F	purL
k117_181805_1	1207063.P24_15499	k117_181805_1_SUL-F	purM
k117_182066_1	1380346.JNIH01000039_gene2770	k117_182066_1_SUL-F	phoB
k117_183166_1	17986486	k117_183166_1_SUL-F	ugpC
k117_183555_3	A0A537RNB7	k117_183555_3_SUL-F	rpiA
k117_18463_2	hjo:AY555_05530	k117_18463_2_SUL-F	pyrG
k117_185149_3	208439.AJAP_20645	k117_185149_3_SUL-F	purN
k117_185863_7	256395768	k117_185863_7_SUL-F	phoP
k117_18657_1	A0A2V5TF17	k117_18657_1_SUL-F	pstS
k117_187054_1	A0A6I5K7B7	k117_187054_1_SUL-F	pyrF
k117_187891_1	269128740	k117_187891_1_SUL-F	tmk
k117_189619_1	1123320.KB889685_gene2233	k117_189619_1_SUL-F	pstB
k117_189773_1	A0A538KBJ4	k117_189773_1_SUL-F	gnd
k117_190326_1	1961.JOAK01000037_gene2893	k117_190326_1_SUL-F	purB
k117_191176_1	1366046.HIMB11_01797	k117_191176_1_SUL-F	phnT
k117_193204_4	1380356.JNIK01000015_gene2703	k117_193204_4_SUL-F	deoB
k117_194731_1	1894.JOER01000037_gene3105	k117_194731_1_SUL-F	purM
k117_198232_3	279714.FuraDRAFT_0630	k117_198232_3_SUL-F	pstA
k117_198773_1	749927.AMED_2527	k117_198773_1_SUL-F	purC
k117_198800_3	2074.JNYD01000015_gene4397	k117_198800_3_SUL-F	purL
k117_200705_5	1122247.C731_0580	k117_200705_5_SUL-F	phnC
k117_201288_2	69279.BG36_18620	k117_201288_2_SUL-F	purH
k117_20131_1	566461.SSFG_04598	k117_20131_1_SUL-F	phnC
k117_201505_1	1236541.BALL01000011_gene1751	k117_201505_1_SUL-F	pyk
k117_202039_2	296268687	k117_202039_2_SUL-F	ppc
k117_202691_1	44060.JODL01000025_gene141	k117_202691_1_SUL-F	opd
k117_203081_4	1380394.JADL01000011_gene4064	k117_203081_4_SUL-F	ugpC
k117_203225_1	A0A3D5DNT7	k117_203225_1_SUL-F	ndk
k117_203272_3	A0A537VM40	k117_203272_3_SUL-F	pyk
k117_204294_3	A0A1Q7UDI4	k117_204294_3_SUL-F	pyrH
k117_207305_2	asz:ASN_701	k117_207305_2_SUL-F	phoB
k117_209470_3	vgo:GJW-30_1_03188	k117_209470_3_SUL-F	pstB
k117_209891_2	1122138.AQUZ01000094_gene5511	k117_209891_2_SUL-F	ppk
k117_213720_1	398525.KB900701_gene7585	k117_213720_1_SUL-F	ppa
k117_2149_1	1304865.JAGF01000001_gene3048	k117_2149_1_SUL-F	pyrE
k117_21581_3	nch:A0U93_01475	k117_21581_3_SUL-F	phoB
k117_216134_2	rbl:B6K69_12915	k117_216134_2_SUL-F	purH
k117_217531_1	1298867.AUES01000005_gene194	k117_217531_1_SUL-F	phoR
k117_220732_1	cez:CBP52_12410	k117_220732_1_SUL-F	ugpC
k117_221211_4	561175.KB894095_gene2287	k117_221211_4_SUL-F	ppa
k117_221646_3	1206744.BAGL01000027_gene7494	k117_221646_3_SUL-F	gdh
k117_222325_6	1040989.AWZU01000035_gene1731	k117_222325_6_SUL-F	phnN
k117_223471_2	1463887.KL589987_gene6842	k117_223471_2_SUL-F	phoR
k117_225203_4	A0A2V5XPQ2	k117_225203_4_SUL-F	pyrH
k117_225996_2	1120949.KB903301_gene6435	k117_225996_2_SUL-F	phnC
